title,author,publisher,library,image_url,isbn,provider,platform
오빠는 변성기 [전자책],토마 스코토,교학사,서울도서관 (API),,,,Mixed
조에는 아무도 못말려 [전자책],샹탈 라보르드,교학사,서울도서관 (API),,,,Mixed
(말썽꾸러기 조에의)스타 구출 작전 [전자책],샹탈 라보르드,교학사,서울도서관 (API),,,,Mixed
지옥 [전자책],앙리 바르뷔스,문예출판사,서울도서관 (API),,,,Mixed
게임 스토리텔링 [전자책],이재홍,생각의나무,서울도서관 (API),,,,Mixed
중국인의 에로스 - 범우문고 166 [전자책],장기근,범우사,서울도서관 (API),,,,Mixed
아리스토파네스 희곡선 - 범우문고 168 [전자책],아리스토파네스,범우사,서울도서관 (API),,,,Mixed
테렌티우스 희곡선 - 범우문고 170 [전자책],테렌티우스,범우사,서울도서관 (API),,,,Mixed
방법서설 - 범우문고 173 [전자책],데카르트,범우사,서울도서관 (API),,,,Mixed
페이터의 산문 - 범우문고 174 [전자책],월터페이터,범우사,서울도서관 (API),,,,Mixed
러셀 수상록 - 범우문고 176 [전자책],버트런드러셀,범우사,서울도서관 (API),,,,Mixed
속악유희 - 범우문고 177 [전자책],최영년,범우사,서울도서관 (API),,,,Mixed
돌과의 문답 - 범우문고 179 [전자책],이규보 그림-장덕순,범우사,서울도서관 (API),,,,Mixed
봄의 수상 - 범우문고 182 [전자책],조지기상,범우사,서울도서관 (API),,,,Mixed
끌어당김 [전자책],"나폴레온 힐,로버트 콜리에 등",생각의나무,서울도서관 (API),,,,Mixed
난중일기 - 사르비아총서 203 [전자책],이순신,범우사,서울도서관 (API),,,,Mixed
토끼전ㆍ옹고집전ㆍ장끼전ㆍ배비장전 외 - 사르비아총서 206 [전자책],전규태,범우사,서울도서관 (API),,,,Mixed
보한집 - 사르비아총서 208 [전자책],최자,범우사,서울도서관 (API),,,,Mixed
귀의 성 - 사르비아총서 211 [전자책],이인직,범우사,서울도서관 (API),,,,Mixed
압록강은 흐른다 - 사르비아총서 301 [전자책],이미륵,범우사,서울도서관 (API),,,,Mixed
그래도 압록강은 흐른다 - 사르비아총서 302 [전자책],이미륵,범우사,서울도서관 (API),,,,Mixed
탈출기ㆍ홍염 외 - 사르비아총서 305 [전자책],최서해,범우사,서울도서관 (API),,,,Mixed
무영탑 하 - 사르비아총서 307 [전자책],현진건,범우사,서울도서관 (API),,,,Mixed
낙엽을 태우면서 (외) - 사르비아총서 310 [전자책],이효석,범우사,서울도서관 (API),,,,Mixed
동백꽃ㆍ소낙비 외 - 사르비아총서 312 [전자책],김유정,범우사,서울도서관 (API),,,,Mixed
탁류 (상) - 사르비아총서 315 [전자책],채만식,범우사,서울도서관 (API),,,,Mixed
이범선 작품선 - 사르비아총서 317 [전자책],이범석,범우사,서울도서관 (API),,,,Mixed
사랑 손님과 어머니 (외) - 사르비아총서 320 [전자책],주요섭,범우사,서울도서관 (API),,,,Mixed
"통글리쉬-단, 한마디로 미국인과 통하는 English [전자책]",Andrew&amp;Terry English Lab,리치바닐라,서울도서관 (API),,,,Mixed
매일 읽는 손안의 논어 1 [전자책],이수태,생각의나무,서울도서관 (API),,,,Mixed
역사들이 속삭인다 [전자책],김기봉,프로네시스,서울도서관 (API),,,,Mixed
지식전람회 33 - 짜장면 뎐(傳) [전자책],양세욱,프로네시스,서울도서관 (API),,,,Mixed
지식전람회 23 - 화두를 만나다 [전자책],김영욱,프로네시스,서울도서관 (API),,,,Mixed
"지식전람회 21 - 키치,우리들의 행복한 세계 [전자책]",조중걸,프로네시스,서울도서관 (API),,,,Mixed
지식전람회 16 - 자연의 수학적 열쇠 피보나치수열 [전자책],이광연,프로네시스,서울도서관 (API),,,,Mixed
지식전람회 12 - 피타고라스가 보여 주는 조화로운 세계 [전자책],이광연,프로네시스,서울도서관 (API),,,,Mixed
지식전람회 6 - 인간생명의 시작은 어디인가 [전자책],최경석,프로네시스,서울도서관 (API),,,,Mixed
지식전람회 1 - 원통함을 없게 하라 [전자책],김호,프로네시스,서울도서관 (API),,,,Mixed
체인지 [전자책],"에드 샤피로, 뎁 샤피로 공저",생각의나무,서울도서관 (API),,,,Mixed
지식전람회 18 - 정의의 여신 [전자책],강정혜,프로네시스,서울도서관 (API),,,,Mixed
"지식전람회 9 - 문명과 야만, 두 세계에서 문화읽기 [전자책]",이태주,프로네시스,서울도서관 (API),,,,Mixed
나는 왜 나여야만 할까? [전자책],김갑수,프로네시스,서울도서관 (API),,,,Mixed
이덕환의 과학세상 [전자책],이덕환,프로네시스,서울도서관 (API),,,,Mixed
지식전람회 29 - 푸른요정을 찾아서 [전자책],신상규,프로네시스,서울도서관 (API),,,,Mixed
나는 겁쟁이다 [전자책],강소천,교학사,서울도서관 (API),,,,Mixed
꾸러기 행진곡 [전자책],강소천,교학사,서울도서관 (API),,,,Mixed
잃어버렸던 나 [전자책],강소천,교학사,서울도서관 (API),,,,Mixed
그리운 메아리 [전자책],강소천,교학사,서울도서관 (API),,,,Mixed
섬과 개 [전자책],이지현,문공사,서울도서관 (API),,,,Mixed
자장자장 팔베개동화 [전자책],"나이테, 신정민",문공사,서울도서관 (API),,,,Mixed
인기 짱에겐 뭔가 특별한 것이 있다 [전자책],소중애,문공사,서울도서관 (API),,,,Mixed
앨리 데이트를 하다 [전자책],카렌 맥콤비,문공사,서울도서관 (API),,,,Mixed
앨리 새친구를 만나다 [전자책],카렌 맥콤비,문공사,서울도서관 (API),,,,Mixed
"지식전람회 25 - 독립협회,토론공화국을 꿈꾸 [전자책]",이황직,프로네시스,서울도서관 (API),,,,Mixed
야성의 사랑학 [전자책],목수정,웅진지식하우스,서울도서관 (API),,,,Mixed
지문사냥꾼 [전자책],이적,웅진지식하우스,서울도서관 (API),,,,Mixed
카프카스의 비극 [전자책],황인국,낙산재,서울도서관 (API),,,,Mixed
꽃무늬 팬티가 사라진다 [전자책],문단미,낙산재,서울도서관 (API),,,,Mixed
소중한 나를 부자로 만들어주는 지혜 [전자책],월레스 워틀스,생각의나무,서울도서관 (API),,,,Mixed
7번 국도 Revisited [전자책],김연수,문학동네,서울도서관 (API),,,,Mixed
프로이트의 환자들 [전자책],김서영,프로네시스,서울도서관 (API),,,,Mixed
열정적 고전읽기 - 역사 사회 [전자책],조중걸,프로네시스,서울도서관 (API),,,,Mixed
찰리의 철학 공장 [전자책],박승억,프로네시스,서울도서관 (API),,,,Mixed
렛츠 그루브 [전자책],"박신영,이민아",웅진윙스,서울도서관 (API),,,,Mixed
동생의 비밀상자 [전자책],이혜경,가교출판,서울도서관 (API),,,,Mixed
누구나 쉽게 부처된다 [전자책],김건이,세계문예사,서울도서관 (API),,,,Mixed
동자승의 크리스마스 [전자책],박관호,가교출판,서울도서관 (API),,,,Mixed
황소와 도깨비 [전자책],이상,가교출판,서울도서관 (API),,,,Mixed
세계를 빛낸 과학자 - 세계위인이야기 1 [전자책],박덕은,가교출판,서울도서관 (API),,,,Mixed
세계를 빛낸 명장 - 세계위인이야기 3 [전자책],박덕은,가교출판,서울도서관 (API),,,,Mixed
세계를 빛낸 음악가 - 세계위인이야기 6 [전자책],박덕은,가교출판,서울도서관 (API),,,,Mixed
세계를 빛낸 문학가 - 세계위인이야기 7 [전자책],박덕은,가교출판,서울도서관 (API),,,,Mixed
세계를 빛낸 철학가 - 세계위인이야기 8 [전자책],박덕은,가교출판,서울도서관 (API),,,,Mixed
세계를 빛낸 공연가 - 세계위인이야기 10 [전자책],박덕은,가교출판,서울도서관 (API),,,,Mixed
가까이서 찾는 생생 건강법 [전자책],정민성,에디터,서울도서관 (API),,,,Mixed
"새로운 도전, 희망찬 미래 [전자책]",김유배,에디터,서울도서관 (API),,,,Mixed
님의 침묵 - 사르비아총서 408 [전자책],한용운,범우사,서울도서관 (API),,,,Mixed
시조에 깃든 우리 얼 - 사르비아총서 411 [전자책],최승범,범우사,서울도서관 (API),,,,Mixed
병든 바다 병든 지구 - 사르비아총서 413 [전자책],김지하,범우사,서울도서관 (API),,,,Mixed
구운몽 - 사르비아총서 215 [전자책],김만중,범우사,서울도서관 (API),,,,Mixed
흥부전ㆍ조웅전 - 사르비아총서 217 [전자책],작자미상,범우사,서울도서관 (API),,,,Mixed
삼국유사 (하) - 사르비아총서 220 [전자책],일연,범우사,서울도서관 (API),,,,Mixed
"과학과 친구 해요 09 - 5,6학년 과학과 친구 해요 [전자책]",나이테 외,문공사,서울도서관 (API),,,,Mixed
과학과 친구 해요 08 - 4학년 과학과 친구 해요 [전자책],나이테,문공사,서울도서관 (API),,,,Mixed
뿌리 튼튼 과학 02- 모래가 꼭 필요해 [전자책],이혜진,문공사,서울도서관 (API),,,,Mixed
혼자서 읽을래요 17 - 반짝반짝 별이 들려주는 동화 [전자책],유영소,문공사,서울도서관 (API),,,,Mixed
혼자서 읽을래요 18 - 재잘재잘 새가 들려주는 동화 [전자책],유영소,문공사,서울도서관 (API),,,,Mixed
"스마트 경영: 앞으로 10년, 한국 기업의 초일류 전략 [전자책]",송재용,21세기북스,서울도서관 (API),,,,Mixed
내겐 너무 잘난 딸에게 주는 아빠의 따뜻한 메세지 [전자책],콘스탄틴 마이클 맨티스,느낌이있는책,서울도서관 (API),,,,Mixed
그대를 다시 만날 때 까지 [전자책],장부규,세계문예사,서울도서관 (API),,,,Mixed
꽃잎에 서린 이슬 [전자책],장부규,세계문예사,서울도서관 (API),,,,Mixed
꽃은 바람속에서 더 아름답다 [전자책],윤일광,세계문예사,서울도서관 (API),,,,Mixed
"어머니, 그리고 나의 어머니 [전자책]",김숙자,세계문예사,서울도서관 (API),,,,Mixed
"그런데, 선물은 어디 있어요 [전자책]",박명희,세계문예사,서울도서관 (API),,,,Mixed
너무나 예쁜 하얀 사슴 [전자책],박종현,세계문예사,서울도서관 (API),,,,Mixed
박종현 동화시 - 깡충 달리는 아기 토끼 [전자책],박종현,세계문예사,서울도서관 (API),,,,Mixed
두 바퀴로 구르는 삶: 2008 자전거여행 [전자책],정명화,세계문예사,서울도서관 (API),,,,Mixed
장보고 이야기 [전자책],박두규,세계문예사,서울도서관 (API),,,,Mixed
엄마가 다스리는 아이의 스트레스 [전자책],찰리 쿤지,숨비소리,서울도서관 (API),,,,Mixed
소셜 크리에이티브 : 트위터와 페이스북은 잊어라! [전자책],"황성욱,DDB 코리아",마젤란,서울도서관 (API),,,,Mixed
무심한 듯 뭉클하게 아내를 탐하다 [전자책],김상득,이미지박스,서울도서관 (API),,,,Mixed
지구인 상식사전 [전자책],동경잡학연구소,웅진윙스,서울도서관 (API),,,,Mixed
(최후의 1인자가 되기 위한)리더십 코드 [전자책],강인선,웅진지식하우스,서울도서관 (API),,,,Mixed
나가사키 파파 [전자책],구효서,문학에디션뿔,서울도서관 (API),,,,Mixed
엄마 아빠 사랑해요 [전자책],임채영,가교출판,서울도서관 (API),,,,Mixed
부마를 잡으러 간 두 왕자 - 최하림 시인이 들려주는 구수한 옛날이야기 1 [전자책],최하림,가교출판,서울도서관 (API),,,,Mixed
빨래들의 합창 - 가교어린이책 06 [전자책],김미경,가교출판,서울도서관 (API),,,,Mixed
달걀만한 씨앗 - 좋은 그림동화 3 [전자책],레프 니콜라예비치 톨스토이,가교출판,서울도서관 (API),,,,Mixed
황금 물고기 - 좋은 그림동화 7 [전자책],알렉산드르 세르개이비치푸쉬킨,가교출판,서울도서관 (API),,,,Mixed
당나귀 알과 퉁소 - 최하림 시인이 들려주는 구수한 옛날이야기 10 [전자책],최하림,가교출판,서울도서관 (API),,,,Mixed
"나무 막대기 하나, 장구 하나, 바가지 둘 - 최하림 시인이 들려주는 구수한 옛날이야기 9 [전자책]",최하림,가교출판,서울도서관 (API),,,,Mixed
장쇠와 세 장사 - 최하림 시인이 들려주는 구수한 옛날이야기 7 [전자책],최하림,가교출판,서울도서관 (API),,,,Mixed
한길에서 삼 년을 뒹군 나무꾼 - 최하림 시인이 들려주는 구수한 옛날이야기 3 [전자책],최하림,가교출판,서울도서관 (API),,,,Mixed
신 사주정론 [전자책],홍정,가교출판,서울도서관 (API),,,,Mixed
백범일지 - 사르비아총서 101 [전자책],김구,범우사,서울도서관 (API),,,,Mixed
도산 안창호 - 사르비아총서 103 [전자책],이광수,범우사,서울도서관 (API),,,,Mixed
마하트마 간디 - 사르비아총서 106 [전자책],로맨롤랑,범우사,서울도서관 (API),,,,Mixed
안중근 의사 자서전 - 사르비아총서 107 [전자책],안중근,범우사,서울도서관 (API),,,,Mixed
윤봉길 의사 일대기 - 사르비아 총서 109 [전자책],임중빈,범우사,서울도서관 (API),,,,Mixed
윤관 장군과 북벌 - 사르비아총서 111 [전자책],임중빈,범우사,서울도서관 (API),,,,Mixed
아큐정전 (외) - 사르비아총서 501 [전자책],루쉰,범우사,서울도서관 (API),,,,Mixed
설국ㆍ천우학 - 사르비아총서 505 [전자책],가와바타야스나리,범우사,서울도서관 (API),,,,Mixed
수호지 (상) - 사르비아총서 508 [전자책],시내암,범우사,서울도서관 (API),,,,Mixed
수호지 (하) - 사르비아총서 510 [전자책],시내암,범우사,서울도서관 (API),,,,Mixed
예언자ㆍ영가 - 사르비아총서 607 [전자책],칼릴지브란,범우사,서울도서관 (API),,,,Mixed
바다의 침묵(외) - 범우문고 3 [전자책],베르코르,범우사,서울도서관 (API),,,,Mixed
"오, 고독이여 - 범우문고 5 [전자책]",프리드리히니체,범우사,서울도서관 (API),,,,Mixed
고독한 당신을 위하여 - 범우문고 15 [전자책],루이제린저,범우사,서울도서관 (API),,,,Mixed
장자 - 범우문고 17 [전자책],장자,범우사,서울도서관 (API),,,,Mixed
애정은 기도처럼 - 범우문고 24 [전자책],이영도,범우사,서울도서관 (API),,,,Mixed
갈매기의 꿈 - 범우문고 28 [전자책],리처드바크,범우사,서울도서관 (API),,,,Mixed
문주 반생기 - 범우문고 80 [전자책],양주동,범우사,서울도서관 (API),,,,Mixed
로렌스의 성과 사랑 - 범우문고 35 [전자책],데이비드러버트로렌스,범우사,서울도서관 (API),,,,Mixed
사노라면 잊을 날이 - 범우문고 43 [전자책],윤형두,범우사,서울도서관 (API),,,,Mixed
소크라테스의 변명(외) - 범우문고 45 [전자책],플라톤,범우사,서울도서관 (API),,,,Mixed
잠 못 이루는 밤을 위하여 - 범우문고 50 [전자책],카알할티,범우사,서울도서관 (API),,,,Mixed
박재삼 시집 - 범우문고 53 [전자책],박재삼,범우사,서울도서관 (API),,,,Mixed
젊은 시인에게 보내는 편지 - 범우문고 56 [전자책],라이너마리아릴케,범우사,서울도서관 (API),,,,Mixed
인생의 선용 - 범우문고 61 [전자책],존러보크,범우사,서울도서관 (API),,,,Mixed
이동주 시집 - 범우문고 63 [전자책],이동주,범우사,서울도서관 (API),,,,Mixed
파이돈 - 범우문고 65 [전자책],플라톤,범우사,서울도서관 (API),,,,Mixed
백장미의 수기 - 범우문고 66 [전자책],인게숄,범우사,서울도서관 (API),,,,Mixed
소년시절 - 범우문고 67 [전자책],헤르만헤세,범우사,서울도서관 (API),,,,Mixed
가난한 밤의 산책 - 범우문고 69 [전자책],카알할티,범우사,서울도서관 (API),,,,Mixed
롱펠로 시집 - 범우문고 72 [전자책],헨리워즈워스롱펠로우,범우사,서울도서관 (API),,,,Mixed
